fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes
test,223,"[255, 263): 'St Louis'",LOC,Tag,"[255, 263): 'St Louis'",ORG,Hockey team
test,223,"[266, 274): 'COLORADO'",LOC,Tag,"[266, 274): 'COLORADO'",ORG,Hockey team
test,223,"[277, 285): 'EDMONTON'",LOC,Tag,"[277, 285): 'EDMONTON'",ORG,Hockey team
test,223,"[288, 294): 'Ottawa'",LOC,Tag,"[288, 294): 'Ottawa'",ORG,Hockey team
test,223,"[76, 91): 'National Hockey'",ORG,Sentence,"[76, 98): 'National Hockey League'",MISC,Sports leagues are listed under MISC in the rubric
test,223,"[92, 98): 'League'",ORG,Sentence,"[76, 98): 'National Hockey League'",ORG,"Sentence boundary between ""Hockey"" and ""League"""
test,224,"[166, 188): 'National Hockey League'",ORG,Tag,"[166, 188): 'National Hockey League'",MISC,Sports leagues are listed under MISC in the rubric
test,227,"[19, 25): 'BALKAN'",LOC,Tag,"[19, 25): 'BALKAN'",MISC,
test,227,"[99, 105): 'Balkan'",LOC,Tag,"[99, 105): 'Balkan'",MISC,
test,228,"[771, 795): 'De Graafschap Doetinchem'",ORG,Tag,"[771, 795): 'De Graafschap Doetinchem'",LOC,
test,229,"[703, 711): 'Sporting'",ORG,Span,"[703, 717): 'Sporting Gijon'",ORG,
test,229,"[703, 711): 'Sporting'",,Span,"[703, 717): 'Sporting Gijon'",,
test,229,"[703, 711): 'Sporting'",ORG,Span,"[703,717): 'Sporting Gijon'",ORG,
train,6,"[121, 137): 'Toronto Dominion'",PER,Tag,"[121, 137): 'Toronto Dominion'",ORG,TD Bank
train,7,"[289, 291): '3M'",ORG,Wrong,,,3 Months
train,11,"[485, 491): 'Rajavi'",MISC,Tag,"[485, 491): 'Rajavi'",PER,Massoud Rajavi
train,25,"[141, 151): 'mid-Norway'",MISC,Tag,"[141, 151): 'mid-Norway'",LOC,"Could also be considered a tokenization error, in which case the entity should be [145, 151): 'Norway'"
train,25,"[141, 151): 'mid-Norway'",ORG,Tag,"[141, 151): 'mid-Norway'",LOC,"Could also be considered a tokenization error, in which case the entity should be [145, 151): 'Norway'"
train,29,"[454, 458): 'Phil'",PER,Sentence,"[454, 468): 'Phil Mickelson'",PER,
train,29,"[459, 468): 'Mickelson'",,Sentence,"[454, 468): 'Phil Mickelson'",,Sentence boundary between first and last name
train,29,"[762, 766): 'Mark'",PER,Sentence,"[762, 774): 'Mark O'Meara'",PER,
train,29,"[767, 774): 'O'Meara'",,Sentence,"[762, 774): 'Mark O'Meara'",,Sentence boundary between first and last name
train,29,"[894, 902): 'Maruyama'",PER,Sentence,"[886, 902): 'Shigeki Maruyama'",PER,
train,31,"[644, 655): 'Royal Ascot'",PER,Tag,"[644, 655): 'Royal Ascot'",MISC,https://en.wikipedia.org/wiki/Ascot_Racecourse#Royal_Ascot
train,36,"[20, 47): 'ENGLISH COUNTY CHAMPIONSHIP'",MISC,Span,"[20, 27): 'ENGLISH'",MISC,The County Championship is an event held in England; see https://en.wikipedia.org/wiki/County_Championship
train,36,,,Missing,"[28, 47): 'COUNTY CHAMPIONSHIP'",MISC,The County Championship is an event held in England; see https://en.wikipedia.org/wiki/County_Championship
train,37,"[144, 151): 'England'",LOC,Tag,"[144, 151): 'England'",ORG,Cricket team
train,37,"[156, 164): 'Pakistan'",LOC,Tag,"[156, 164): 'Pakistan'",ORG,Cricket team
train,37,"[190, 197): 'England'",LOC,Tag,"[190, 197): 'England'",ORG,Cricket team
train,37,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,Cricket team
train,37,"[30, 38): 'PAKISTAN'",LOC,Tag,"[30, 38): 'PAKISTAN'",ORG,Cricket team
train,37,"[732, 740): 'Pakistan'",LOC,Tag,"[732, 740): 'Pakistan'",ORG,Cricket team
train,37,"[842, 846): 'Khan'",PER,Sentence,"[837, 846): 'Moin Khan'",,
train,40,"[55, 72): 'MANCHESTER UNITED'",LOC,Tag,"[55, 72): 'MANCHESTER UNITED'",ORG,
train,41,"[364, 369): 'Czech'",LOC,Sentence,"[364, 378): 'Czech Republic'",,
train,42,"[200, 206): 'Millns'",MISC,Tag,"[200, 206): 'Millns'",PER,David Millns
train,42,"[234, 241): 'England'",LOC,Both,"[234, 243): 'England A'",ORG,Cricket team
train,43,"[2111, 2117): 'Batumi'",ORG,Sentence,"[2104, 2117): 'Dynamo Batumi'",ORG,
train,43,"[2369, 2376): 'Gabriel'",PER,Sentence,"[2364, 2376): 'Petr Gabriel'",PER,
train,43,"[2364, 2368): 'Petr'",PER,Sentence,"[2364, 2376): 'Petr Gabriel'",,Sentence boundary between first and last name
train,43,"[2536, 2551): 'Vinko Marinovic'",MISC,Tag,"[2536, 2551): 'Vinko Marinovic'",PER,Soccer player
train,43,"[2682, 2690): 'Chisinau'",ORG,Sentence,"[2668, 2690): 'Constructorul Chisinau'",ORG,
train,43,"[2765, 2777): 'Anjalonkoski'",MISC,Tag,"[2765, 2777): 'Anjalonkoski'",LOC,"""In Anjalonkoski:"""
train,43,"[2765, 2777): 'Anjalonkoski'",LOC,Tag,"[2765, 2777): 'Anjalonkoski'",LOC,https://en.wikipedia.org/wiki/Anjalankoski
train,43,"[84, 106): 'European Cup Winners ''",MISC,Sentence,"[84, 110): 'European Cup Winners ' Cup'",MISC,Sentence boundary before 'Cup'
train,43,"[107, 110): 'Cup'",MISC,Sentence,"[84, 110): 'European Cup Winners ' Cup'",,"Sentence boundary between ""Winners"" and ""Cup"""
train,47,"[223, 228): 'Hwang'",PER,Span,"[223, 235): 'Hwang Sun-ho'",PER,
train,47,"[85, 94): 'Malaysian'",MISC,Sentence,"[85, 99): 'Malaysian Open'",MISC,
train,48,"[157, 160): 'U.S'",LOC,Span,"[157, 161): 'U.S.'",LOC,Incorrect sentence boundary led to period being left off of abbreviation
train,48,"[162, 184): 'National Tennis Centre'",LOC,Sentence,"[157, 184): 'U.S. National Tennis Centre'",LOC,
train,50,"[1249, 1257): 'COLORADO'",LOC,Tag,"[1249, 1257): 'COLORADO'",ORG,Baseball team
train,50,"[1272, 1279): 'ATLANTA'",LOC,Tag,"[1272, 1279): 'ATLANTA'",ORG,Baseball team
train,50,"[1294, 1301): 'HOUSTON'",LOC,Tag,"[1294, 1301): 'HOUSTON'",ORG,Baseball team
train,50,"[1318, 1329): 'LOS ANGELES'",LOC,Tag,"[1318, 1329): 'LOS ANGELES'",ORG,Baseball team
train,50,"[1342, 1355): 'SAN FRANCISCO'",LOC,Tag,"[1342, 1355): 'SAN FRANCISCO'",ORG,Baseball team
train,50,"[672, 678): 'BOSTON'",LOC,Tag,"[672, 678): 'BOSTON'",ORG,Baseball team
train,50,"[690, 699): 'BALTIMORE'",LOC,Tag,"[690, 699): 'BALTIMORE'",ORG,
train,50,"[714, 722): 'NEW YORK'",LOC,Tag,"[714, 722): 'NEW YORK'",ORG,Baseball team
train,50,"[734, 741): 'CHICAGO'",LOC,Tag,"[734, 741): 'CHICAGO'",ORG,Baseball team
train,50,"[753, 764): 'KANSAS CITY'",LOC,Tag,"[753, 764): 'KANSAS CITY'",ORG,Baseball team
train,50,"[774, 783): 'MINNESOTA'",LOC,Tag,"[774, 783): 'MINNESOTA'",ORG,Baseball team
train,50,"[234, 250): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,50,"[525, 541): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,50,"[1086, 1102): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,50,"[375, 391): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,50,"[800, 816): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,50,"[947, 963): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,51,"[84, 96): 'Major League'",MISC,Sentence,"[84, 105): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,51,,,Missing,"[97, 105): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,52,"[2054, 2063): 'Baltimore'",LOC,Tag,"[2054, 2063): 'Baltimore'",ORG,"""Baltimore has won seven of nineÉ"""
train,52,"[4026, 4029): 'ERA'",MISC,Wrong,,,Earned run average
train,52,"[4230, 4233): 'ERA'",MISC,Wrong,,,Earned run average
train,52,"[3472, 3475): 'RBI'",MISC,Wrong,,,Runs batted in
train,52,"[2016, 2019): 'RBI'",MISC,Wrong,,,Run batted in
train,52,"[2264, 2267): 'RBI'",MISC,Wrong,,,Run batted in
train,52,"[4411, 4414): 'RBI'",MISC,Wrong,,,Runs batted in
train,52,"[4448, 4451): 'RBI'",MISC,Wrong,,,Runs batted in
train,54,,,Missing,"[176, 181): 'Numan'",PER,
train,56,"[171, 182): 'Switzerland'",LOC,Tag,"[171, 182): 'Switzerland'",ORG,Soccer team
train,56,"[219, 229): 'Azerbaijan'",LOC,Tag,"[219, 229): 'Azerbaijan'",ORG,Soccer team
train,56,"[442, 453): 'Switzerland'",LOC,Tag,"[442, 453): 'Switzerland'",ORG,Soccer team
train,56,"[829, 838): 'Stuttgart'",LOC,Tag,"[829, 838): 'Stuttgart'",ORG,Soccer team
train,56,"[859, 867): 'Lausanne'",LOC,Tag,"[859, 867): 'Lausanne'",ORG,Soccer team
train,58,"[1096, 1102): 'Spence'",PER,Sentence,"[1090, 1102): 'Jamie Spence'",PER,
train,58,"[1090, 1095): 'Jamie'",PER,Sentence,"[1090, 1102): 'Jamie Spence'",,Sentence boundary between first and last name
train,58,"[271, 274): 'Ian'",PER,Sentence,"[271, 282): 'Ian Woosnam'",PER,
train,58,"[327, 331): 'Mats'",PER,Sentence,"[327, 338): 'Mats Lanner'",PER,
train,58,"[648, 652): 'Greg'",PER,Sentence,"[648, 661): 'Greg Chalmers'",PER,
train,58,"[653, 661): 'Chalmers'",PER,Sentence,"[648, 661): 'Greg Chalmers'",,Sentence boundary between first and last name
train,58,"[751, 758): 'Derrick'",PER,Sentence,"[751, 765): 'Derrick Cooper'",PER,
train,58,"[816, 823): 'Michael'",PER,Sentence,"[816, 829): 'Michael Welch'",PER,
train,58,"[824, 829): 'Welch'",PER,Sentence,"[816, 829): 'Michael Welch'",,Sentence boundary between first and last name
train,60,"[144, 153): 'Australia'",LOC,Tag,"[144, 153): 'Australia'",ORG,Cricket team
train,60,"[254, 263): 'Australia'",LOC,Tag,"[254, 263): 'Australia'",ORG,Cricket team
train,60,"[49, 60): 'AUSTRALIANS'",MISC,Tag,"[49, 60): 'AUSTRALIANS'",ORG,Cricket team
train,60,"[613, 622): 'Australia'",LOC,Tag,"[613, 622): 'Australia'",ORG,Cricket team
train,62,,,Missing,"[326, 328): 'OJ'",ORG,Official Journal
train,70,,,Missing,"[306, 315): 'Soufriere'",LOC,City in Saint Lucia
train,70,"[424, 432): 'Plymouth'",ORG,Tag,"[424, 432): 'Plymouth'",LOC,
train,70,,,Missing,"[854, 874): 'Overseas Development'",ORG,Reference to Britain's Overseas Development Administration
train,80,"[44, 59): 'rebels-Interfax'",,Token,"[51, 59): 'Interfax'",ORG,"Missing annotation, and 'rebels-Interfax' treated as a single token"
train,95,"[268, 274): 'Boeing'",MISC,Span,"[268, 278): 'Boeing 707'",MISC,"Ambiguous: Should this be classified as an ORG? ""Boeing 707"" could be considered a brand"
train,98,,,Missing,"[81, 85): 'N.M.'",LOC,
train,98,"[97, 110): 'Miss Universe'",MISC,Tag,"[97, 110): 'Miss Universe'",PER,
train,115,"[17, 27): 'FOCUS-News'",,Token,"[23, 27): 'News'",ORG,"FOCUS-News' treated as a single token; ""News"" is a reference to News Corp Ltd"
train,119,,,Missing,"[11, 16): 'Thais'",MISC,
train,119,,,Missing,"[826, 831): 'Vivit'",PER,
train,122,"[436, 444): 'Chua Jui'",PER,Span,"[436, 449): 'Chua Jui Meng'",PER,
train,130,"[166, 173): 'Belgian'",MISC,Span,"[166, 184): 'Belgian Grand Prix'",MISC,https://en.wikipedia.org/wiki/Belgian_Grand_Prix
train,130,"[25, 32): 'BELGIAN'",MISC,Span,"[25, 43): 'BELGIAN GRAND PRIX'",MISC,https://en.wikipedia.org/wiki/Belgian_Grand_Prix
train,136,"[1022, 1027): 'Wasim'",PER,Sentence,"[1022, 1033): 'Wasim Akram'",PER,
train,136,"[145, 152): 'England'",LOC,Tag,"[145, 152): 'England'",ORG,the third and final test betweenï¿½Englandï¿½andï¿½Pakistan
train,136,"[157, 165): 'Pakistan'",LOC,Tag,"[157, 165): 'Pakistan'",ORG,the third and final test betweenï¿½Englandï¿½andï¿½Pakistan
train,136,"[169, 172): 'The'",LOC,Sentence,"[169, 177): 'The Oval'",LOC,
train,136,"[173, 177): 'Oval'",LOC,Sentence,"[169, 177): 'The Oval'",,"Sentence boundary between ""The"" and ""Oval"""
train,136,"[189, 196): 'England'",LOC,Tag,"[189, 196): 'England'",ORG,Cricket team
train,136,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,CRICKET-ï¿½ENGLANDï¿½Vï¿½PAKISTANï¿½FINAL TEST SCOREBOARD
train,136,"[30, 38): 'PAKISTAN'",LOC,Tag,"[30, 38): 'PAKISTAN'",ORG,CRICKET-ï¿½ENGLANDï¿½Vï¿½PAKISTANï¿½FINAL TEST SCOREBOARD
train,136,"[801, 809): 'Pakistan'",LOC,Tag,"[801, 809): 'Pakistan'",ORG,Cricket team
train,140,"[560, 565): 'Czech'",LOC,Sentence,"[560, 574): 'Czech Republic'",LOC,
train,140,"[566, 574): 'Republic'",LOC,Sentence,"[560, 574): 'Czech Republic'",,"Sentence boundary between ""Czech"" and ""Republic"""
train,142,"[95, 104): 'Malaysian'",MISC,Sentence,"[95, 109): 'Malaysian Open'",MISC,
train,142,"[105, 109): 'Open'",MISC,Sentence,"[95, 109): 'Malaysian Open'",,"Sentence boundary between ""Malaysian"" and ""Open"""
train,144,"[1255, 1262): 'FLORIDA'",LOC,Tag,"[1255, 1262): 'FLORIDA'",ORG,Baseball team
train,144,"[1289, 1296): 'ATLANTA'",LOC,Tag,"[1289, 1296): 'ATLANTA'",ORG,Baseball team
train,144,"[1309, 1316): 'HOUSTON'",LOC,Tag,"[1309, 1316): 'HOUSTON'",ORG,Baseball team
train,144,"[1331, 1339): 'COLORADO'",LOC,Tag,"[1331, 1339): 'COLORADO'",ORG,Baseball team
train,144,"[1352, 1363): 'LOS ANGELES'",LOC,Tag,"[1352, 1363): 'LOS ANGELES'",ORG,Baseball team
train,144,"[655, 661): 'BOSTON'",LOC,Tag,"[655, 661): 'BOSTON'",ORG,Baseball team
train,144,"[675, 684): 'CLEVELAND'",LOC,Tag,"[675, 684): 'CLEVELAND'",ORG,Baseball team
train,144,"[699, 708): 'BALTIMORE'",LOC,Tag,"[699, 708): 'BALTIMORE'",ORG,Baseball team
train,144,"[720, 728): 'NEW YORK'",LOC,Tag,"[720, 728): 'NEW YORK'",ORG,Baseball team
train,144,"[740, 747): 'CHICAGO'",LOC,Tag,"[740, 747): 'CHICAGO'",ORG,
train,144,"[759, 770): 'KANSAS CITY'",LOC,Tag,"[759, 770): 'KANSAS CITY'",ORG,Baseball team
train,144,"[780, 789): 'MINNESOTA'",LOC,Tag,"[780, 789): 'MINNESOTA'",ORG,Baseball team
train,144,"[232, 248): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,144,"[1096, 1112): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,144,"[510, 526): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,144,"[372, 388): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,144,"[806, 822): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,144,"[953, 969): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,145,"[83, 95): 'Major League'",MISC,Sentence,"[83, 104): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,145,,,Missing,"[96, 104): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,147,"[161, 167): 'Lisbon'",LOC,Tag,"[161, 167): 'Lisbon'",ORG,Soccer team
train,158,"[676, 683): 'Michael'",PER,Sentence,"[676, 690): 'Michael Jonzon'",PER,
train,158,"[831, 836): 'Wayne'",PER,Sentence,"[831, 842): 'Wayne Riley'",PER,
train,158,"[998, 1001): 'Des'",PER,Sentence,"[998, 1007): 'Des Smyth'",PER,
train,159,"[1169, 1185): 'American Olympic'",MISC,Span,"[1169, 1177): 'American'",MISC,
train,159,"[1169, 1185): 'American Olympic'",MISC,Span,"[1178, 1185): 'Olympic'",MISC,
train,159,"[260, 268): 'Sporting'",ORG,Wrong,,,"""Sporting his customary bright green outfitÉ"""
train,163,"[220, 232): 'x-AEK Athens'",ORG,Token,"[222, 232): 'AEK Athens'",ORG,"Tokenizer treated ""x-AEK"" as a single token"
train,163,"[271, 283): 'x-Olympiakos'",ORG,Token,"[273, 283): 'Olympiakos'",ORG,"Tokenizer treated ""x-Olympiakos"" as a single token"
train,163,"[308, 313): 'x-PAO'",ORG,Token,"[310, 313): 'PAO'",ORG,"Tokenizer treated ""x-PAO"" as a single token"
train,169,"[50, 61): 'trip-Canada'",MISC,Token,"[55, 61): 'Canada'",LOC,"Tokenizer treated ""trip-Canada"" as a single token"
train,174,"[1062, 1068): 'Hemina'",ORG,Tag,"[1062, 1068): 'Hemina'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[116, 124): 'Konpolis'",ORG,Tag,"[116, 124): 'Konpolis'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[163, 166): 'TBN'",ORG,Tag,"[163, 166): 'TBN'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[235, 252): 'Petrobulk Rainbow'",ORG,Tag,"[235, 252): 'Petrobulk Rainbow'",MISC,Name of a ship
train,174,"[435, 450): 'Kpaitan Stankov'",ORG,Tag,"[435, 450): 'Kpaitan Stankov'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[485, 494): 'AP Moller'",ORG,Tag,"[485, 494): 'AP Moller'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[530, 535): 'Tiber'",ORG,Tag,"[530, 535): 'Tiber'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[729, 737): 'SKS Tana'",ORG,Tag,"[729, 737): 'SKS Tana'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[772, 787): 'Northsea Chaser'",ORG,Tag,"[772, 787): 'Northsea Chaser'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[825, 833): 'Sibonina'",ORG,Tag,"[825, 833): 'Sibonina'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[889, 901): 'Neptune Crux'",ORG,Tag,"[889, 901): 'Neptune Crux'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[947, 959): 'World Bridge'",ORG,Tag,"[947, 959): 'World Bridge'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,174,"[997, 1003): 'Fulmar'",ORG,Tag,"[997, 1003): 'Fulmar'",MISC,Ambiguous: Name of a ship; marking as MISC for consistency with other docs
train,184,,,Missing,"[419, 427): 'Ministry'",ORG,
train,196,"[11, 15): 'Mass'",LOC,Sentence,"[11, 16): 'Mass.'",,Sentence boundary in middle of headline
train,198,"[11, 20): 'WSC-India'",ORG,Token,"[11, 14): 'WSC'",ORG,Weather Services Corporation (see last line of document)
train,198,"[11, 20): 'WSC-India'",ORG,Token,"[15, 20): 'India'",LOC,
train,198,"[745, 751): 'Little'",PER,Wrong,,,
train,208,"[143, 161): 'The Walt Disney Co'",ORG,Sentence,"[143, 162): 'The Walt Disney Co.'",ORG,Incorrect sentence boundary led to period being left off of abbreviation
train,208,"[2962, 2980): 'Kalf, Voorhis & Co'",ORG,Sentence,"[2962, 2981): 'Kalf, Voorhis & Co.'",ORG,Incorrect sentence boundary led to period being left off of abbreviation
train,220,"[262, 270): 'Republic'",MISC,Tag,"[262, 270): 'Republic'",ORG,The Greek Republic
train,220,,,Missing,"[377, 386): 'Socialist'",ORG,
train,237,"[11, 21): 'Ford China'",ORG,Span,"[11, 15): 'Ford'",,"""Ford China JV"" ==> Ford China joint venture"
train,237,,,Missing,"[16, 21): 'China'",LOC,"""Ford China JV"" ==> Ford China joint venture"
train,245,"[11, 15): 'GOLF'",LOC,Wrong,,,
train,247,"[11, 23): 'RUGBY LEAGUE'",MISC,Wrong,,,This appears to be a generic news category -- see document 344 also
train,249,"[144, 151): 'England'",LOC,Tag,"[144, 151): 'England'",ORG,Cricket team
train,249,"[156, 164): 'Pakistan'",LOC,Tag,"[156, 164): 'Pakistan'",ORG,Cricket team
train,249,"[190, 197): 'England'",LOC,Tag,"[190, 197): 'England'",ORG,Cricket team
train,249,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,Cricket team
train,249,"[247, 252): 'Waqar'",PER,Sentence,"[247, 259): 'Waqar Younis'",PER,
train,249,"[266, 274): 'Pakistan'",LOC,Tag,"[266, 274): 'Pakistan'",ORG,Cricket team
train,249,"[30, 38): 'PAKISTAN'",LOC,Tag,"[30, 38): 'PAKISTAN'",ORG,Cricket team
train,262,"[1245, 1252): 'ATLANTA'",LOC,Tag,"[1245, 1252): 'ATLANTA'",ORG,Baseball team
train,262,"[1265, 1272): 'HOUSTON'",LOC,Tag,"[1265, 1272): 'HOUSTON'",ORG,Baseball team
train,262,"[1285, 1296): 'LOS ANGELES'",LOC,Tag,"[1285, 1296): 'LOS ANGELES'",ORG,Baseball team
train,262,"[1309, 1322): 'SAN FRANCISCO'",LOC,Tag,"[1309, 1322): 'SAN FRANCISCO'",ORG,Baseball team
train,262,"[1337, 1344): 'FLORIDA'",LOC,Tag,"[1337, 1344): 'FLORIDA'",ORG,Baseball team
train,262,"[1359, 1367): 'COLORADO'",LOC,Tag,"[1359, 1367): 'COLORADO'",ORG,Baseball team
train,262,"[1384, 1393): 'SAN DIEGO'",LOC,Tag,"[1384, 1393): 'SAN DIEGO'",ORG,Baseball team
train,262,"[656, 662): 'BOSTON'",LOC,Tag,"[656, 662): 'BOSTON'",ORG,Baseball team
train,262,"[676, 685): 'CLEVELAND'",LOC,Tag,"[676, 685): 'CLEVELAND'",ORG,Baseball team
train,262,"[700, 709): 'BALTIMORE'",LOC,Tag,"[700, 709): 'BALTIMORE'",ORG,Baseball team
train,262,"[721, 728): 'CHICAGO'",LOC,Tag,"[721, 728): 'CHICAGO'",ORG,Baseball team
train,262,"[740, 748): 'NEW YORK'",LOC,Tag,"[740, 748): 'NEW YORK'",ORG,Baseball team
train,262,"[760, 771): 'KANSAS CITY'",LOC,Tag,"[760, 771): 'KANSAS CITY'",ORG,Baseball team
train,262,"[781, 790): 'MINNESOTA'",LOC,Tag,"[781, 790): 'MINNESOTA'",ORG,Baseball team
train,262,"[228, 244): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,262,"[369, 385): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,262,"[507, 523): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,262,"[807, 823): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,262,"[950, 966): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,262,"[1085, 1101): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,263,"[81, 93): 'Major League'",MISC,Sentence,"[81, 102): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,263,,,Missing,"[94, 102): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,283,"[866, 874): 'Florence'",LOC,Both,"[866, 883): 'Florence Chitauro'",PER,
train,287,,,Missing,"[20, 30): 'Socialists'",ORG,Albania's oppositionï¿½Socialist Party
train,287,"[610, 619): 'Democrats'",MISC,Tag,"[610, 619): 'Democrats'",ORG,Political party
train,298,"[49, 60): '1997--Ruehe'",MISC,Token,"[55, 60): 'Ruehe'",PER,Tokenizer treated '1997--Ruehe' as one token
train,300,,,Missing,"[362, 368): 'Verona'",LOC,
train,300,"[786, 792): 'Verona'",PER,Tag,"[786, 792): 'Verona'",LOC,
train,309,"[543, 547): 'Mark'",PER,Sentence,"[543, 554): 'Mark Brooks'",PER,
train,309,"[656, 660): 'Mark'",PER,Sentence,"[656, 668): 'Mark O'Meara'",PER,
train,309,"[787, 791): 'Fred'",PER,Sentence,"[787, 799): 'Fred Couples'",PER,
train,309,"[792, 799): 'Couples'",PER,Sentence,"[787, 799): 'Fred Couples'",,Sentence boundary between first and last name
train,310,"[221, 226): 'Czech'",LOC,Sentence,"[221, 235): 'Czech Republic'",LOC,
train,310,"[93, 96): 'Cup'",MISC,Sentence,"[86, 96): 'Hamlet Cup'",MISC,"Sentence boundary between ""Hamlet"" and ""Cup"""
train,315,"[1179, 1195): 'Marcos LM600 162'",MISC,Sentence,"[1175, 1191): 'GT2 Marcos LM600'",MISC,"Sentence boundary between ""GT2"" and ""Marcos"""
train,315,,,Missing,"[257, 266): 'J.J.Lehto'",PER,
train,315,"[430, 441): 'Ferrari F40'",MISC,Sentence,"[424, 441): 'Ennea Ferrari F40'",MISC,
train,315,"[514, 528): 'McLaren FI GTR'",MISC,Sentence,"[506, 528): 'Harrods McLaren FI GTR'",,
train,315,"[506, 513): 'Harrods'",MISC,Sentence,"[506, 528): 'Harrods McLaren FI GTR'",MISC,"Sentence boundary between ""GTR"" and ""West"""
train,315,"[585, 597): 'West McLaren'",MISC,Sentence,"[585, 604): 'West McLaren F1 GTR'",MISC,
train,315,"[787, 802): 'Gulf McLaren F!'",MISC,Sentence,"[787, 806): 'Gulf McLaren F! GTR'",MISC,
train,315,"[803, 806): 'GTR'",,Sentence,"[787, 806): 'Gulf McLaren F! GTR'",,"Sentence boundary before ""GTR"""
train,315,"[869, 877): 'Belmondo'",PER,Sentence,"[864, 877): 'Paul Belmondo'",MISC,
train,315,"[864, 868): 'Paul'",PER,Sentence,"[864, 877): 'Paul Belmondo'",PER,Sentence boundary between first and last name
train,317,"[407, 415): 'Williams'",PER,Tag,"[407, 415): 'Williams'",ORG,Racing team
train,318,,,Missing,"[1177, 1185): 'Footwork'",ORG,https://en.wikipedia.org/wiki/Footwork_Arrows
train,319,"[168, 173): 'Rally'",MISC,Sentence,"[156, 173): '1,000 Lakes Rally'",MISC,
train,319,"[156, 167): '1,000 Lakes'",MISC,Sentence,"[156, 173): '1,000 Lakes Rally'",,"Sentence boundary between ""Lakes"" and ""Rally"""
train,321,"[49, 53): 'NINE'",PER,Wrong,,,
train,322,"[11, 23): 'RUGBY LEAGUE'",MISC,Wrong,,,This appears to be a generic news category -- see document 344 also
train,324,"[234, 241): 'Moldova'",LOC,Tag,"[234, 241): 'Moldova'",ORG,Soccer team
train,324,"[43, 50): 'ENGLAND'",LOC,Tag,"[43, 50): 'ENGLAND'",ORG,Soccer team
train,324,"[76, 83): 'England'",LOC,Tag,"[76, 83): 'England'",ORG,Soccer team
train,328,"[145, 152): 'England'",LOC,Tag,"[145, 152): 'England'",ORG,Cricket team
train,328,"[157, 165): 'Pakistan'",LOC,Tag,"[157, 165): 'Pakistan'",ORG,Cricket team
train,328,"[173, 177): 'Oval'",LOC,Sentence,"[169, 177): 'The Oval'",LOC,
